#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
4.4300000000e-02	1.4183262544e+06	6.2836711372e+00                 	3.5682774682e+00                 	2.7153936690e+00                 	5.6786508879e-01                 	9.5492727725e-01                 
4.5100000000e-02	1.3931674739e+06	6.2836771341e+00                 	3.5617290160e+00                 	2.7219481181e+00                 	5.6682240987e-01                 	9.5502105961e-01                 
4.5900000000e-02	1.3688856878e+06	6.2836831552e+00                 	3.5604891869e+00                 	2.7231939683e+00                 	5.6662455744e-01                 	9.5432835686e-01                 
4.6800000000e-02	1.3425609631e+06	6.2836899148e+00                 	3.5605962741e+00                 	2.7230936407e+00                 	5.6664098999e-01                 	9.5330602102e-01                 
4.7700000000e-02	1.3172296241e+06	6.2836966604e+00                 	3.5615973239e+00                 	2.7220993364e+00                 	5.6679969076e-01                 	9.5210297910e-01                 
4.8600000000e-02	1.2928364830e+06	6.2837034098e+00                 	3.5615350202e+00                 	2.7221683895e+00                 	5.6678916683e-01                 	9.5092200810e-01                 
4.9600000000e-02	1.2667712313e+06	6.2837108526e+00                 	3.5557774515e+00                 	2.7279334012e+00                 	5.6587222660e-01                 	9.5045589209e-01                 
5.0600000000e-02	1.2417362267e+06	6.2837180730e+00                 	3.5472902672e+00                 	2.7364278058e+00                 	5.6452091357e-01                 	9.5095392902e-01                 
5.1700000000e-02	1.2153163070e+06	6.2837259323e+00                 	3.5437344965e+00                 	2.7399914357e+00                 	5.6395433772e-01                 	9.5082182701e-01                 
5.2800000000e-02	1.1899972173e+06	6.2837337490e+00                 	3.5456902513e+00                 	2.7380434977e+00                 	5.6426487705e-01                 	9.4989048897e-01                 
5.3900000000e-02	1.1657115598e+06	6.2837415694e+00                 	3.5532123725e+00                 	2.7305291969e+00                 	5.6546125160e-01                 	9.4799110937e-01                 
5.5100000000e-02	1.1403240122e+06	6.2837501907e+00                 	3.5648320875e+00                 	2.7189181032e+00                 	5.6730964461e-01                 	9.4496357159e-01                 
5.6400000000e-02	1.1140399481e+06	6.2837595145e+00                 	3.5743182586e+00                 	2.7094412558e+00                 	5.6881843591e-01                 	9.4196298708e-01                 
5.7700000000e-02	1.0889402612e+06	6.2837687405e+00                 	3.5821535629e+00                 	2.7016151776e+00                 	5.7006451237e-01                 	9.3928432625e-01                 
5.9000000000e-02	1.0649466622e+06	6.2837780129e+00                 	3.5908177275e+00                 	2.6929602854e+00                 	5.7144248573e-01                 	9.3613096871e-01                 
6.0500000000e-02	1.0385430260e+06	6.2837885605e+00                 	3.5939886074e+00                 	2.6897999532e+00                 	5.7194613930e-01                 	9.3385975017e-01                 
6.2000000000e-02	1.0134169850e+06	6.2837989994e+00                 	3.5961829890e+00                 	2.6876160104e+00                 	5.7229440174e-01                 	9.3188834663e-01                 
6.3600000000e-02	9.8792221811e+05	6.2838100340e+00                 	3.5980684791e+00                 	2.6857415549e+00                 	5.7259345200e-01                 	9.2996464520e-01                 
6.5300000000e-02	9.6220295669e+05	6.2838216501e+00                 	3.6006044789e+00                 	2.6832171712e+00                 	5.7299596955e-01                 	9.2792394021e-01                 
6.7000000000e-02	9.3778885182e+05	6.2838332837e+00                 	3.6053578309e+00                 	2.6784754528e+00                 	5.7375135019e-01                 	9.2522758349e-01                 
6.8900000000e-02	9.1192820133e+05	6.2838461594e+00                 	3.6036021200e+00                 	2.6802440394e+00                 	5.7347077388e-01                 	9.2367979653e-01                 
7.0800000000e-02	8.8745555186e+05	6.2838587632e+00                 	3.5938257610e+00                 	2.6900330022e+00                 	5.7191383455e-01                 	9.2421017364e-01                 
7.2900000000e-02	8.6189098864e+05	6.2838724748e+00                 	3.5835179597e+00                 	2.7003545151e+00                 	5.7027222849e-01                 	9.2505415438e-01                 
7.3800000000e-02	8.5138012292e+05	6.2838783110e+00                 	3.5794746178e+00                 	2.7044036932e+00                 	5.6962825196e-01                 	9.2537678059e-01                 
7.5100000000e-02	8.3664251760e+05	6.2838866411e+00                 	3.5718412635e+00                 	2.7120453775e+00                 	5.6841274637e-01                 	9.2637060433e-01                 
7.7500000000e-02	8.1073358802e+05	6.2839018604e+00                 	3.5608373494e+00                 	2.7230645110e+00                 	5.6666024208e-01                 	9.2774298407e-01                 
8.0000000000e-02	7.8539816340e+05	6.2839174476e+00                 	3.5485915096e+00                 	2.7353259380e+00                 	5.6471007762e-01                 	9.2964080885e-01                 
8.2700000000e-02	7.5975638539e+05	6.2839341208e+00                 	3.5419179826e+00                 	2.7420161382e+00                 	5.6364658102e-01                 	9.3036934634e-01                 
8.5500000000e-02	7.3487547452e+05	6.2839514792e+00                 	3.5442655836e+00                 	2.7396858956e+00                 	5.6401861079e-01                 	9.2871466613e-01                 
8.8600000000e-02	7.0916312722e+05	6.2839704448e+00                 	3.5350021348e+00                 	2.7489683099e+00                 	5.6254276908e-01                 	9.2951478830e-01                 
9.1800000000e-02	6.8444284392e+05	6.2839890988e+00                 	3.4949775403e+00                 	2.7890115585e+00                 	5.5617180192e-01                 	9.3847541492e-01                 
9.3000000000e-02	6.7561132335e+05	6.2839959209e+00                 	3.4835026756e+00                 	2.8004932454e+00                 	5.5434515225e-01                 	9.4128938165e-01                 
9.5400000000e-02	6.5861481207e+05	6.2840096173e+00                 	3.4713511526e+00                 	2.8126584647e+00                 	5.5241022277e-01                 	9.4426154695e-01                 
9.9200000000e-02	6.3338561564e+05	6.2840313113e+00                 	3.4622256984e+00                 	2.8218056129e+00                 	5.5095615010e-01                 	9.4634699043e-01                 
1.0330000000e-01	6.0824639953e+05	6.2840545326e+00                 	3.4531637700e+00                 	2.8308907626e+00                 	5.4951206296e-01                 	9.4829376192e-01                 
1.0780000000e-01	5.8285577989e+05	6.2840795099e+00                 	3.4350820998e+00                 	2.8489974101e+00                 	5.4663250113e-01                 	9.5251084035e-01                 
1.1000000000e-01	5.7119866429e+05	6.2840914751e+00                 	3.4289665890e+00                 	2.8551248861e+00                 	5.4565828689e-01                 	9.5404411736e-01                 
1.1270000000e-01	5.5751422424e+05	6.2841060926e+00                 	3.4241569096e+00                 	2.8599491830e+00                 	5.4489164555e-01                 	9.5525230069e-01                 
1.1400000000e-01	5.5115660589e+05	6.2841130830e+00                 	3.4229015839e+00                 	2.8612114991e+00                 	5.4469127762e-01                 	9.5558997422e-01                 
1.1810000000e-01	5.3202246462e+05	6.2841351570e+00                 	3.4252478034e+00                 	2.8588873536e+00                 	5.4506272030e-01                 	9.5505542967e-01                 
1.2100000000e-01	5.1927151299e+05	6.2841508760e+00                 	3.4315422147e+00                 	2.8526086614e+00                 	5.4606298963e-01                 	9.5341745812e-01                 
1.2400000000e-01	5.0670849251e+05	6.2841670844e+00                 	3.4281589946e+00                 	2.8560080899e+00                 	5.4552320912e-01                 	9.5396466963e-01                 
1.2720000000e-01	4.9396110905e+05	6.2841839595e+00                 	3.4162830773e+00                 	2.8679008822e+00                 	5.4363193365e-01                 	9.5670839031e-01                 
1.2950000000e-01	4.8518805461e+05	6.2841957356e+00                 	3.4008824781e+00                 	2.8833132574e+00                 	5.4118022755e-01                 	9.6042562394e-01                 
1.3050000000e-01	4.8147013848e+05	6.2842006045e+00                 	3.3932645640e+00                 	2.8909360405e+00                 	5.3996757544e-01                 	9.6232969407e-01                 
1.3190000000e-01	4.7635976552e+05	6.2842072487e+00                 	3.3870717053e+00                 	2.8971355434e+00                 	5.3898154075e-01                 	9.6398662948e-01                 
1.3330000000e-01	4.7135673722e+05	6.2842138213e+00                 	3.3851423707e+00                 	2.8990714506e+00                 	5.3867396416e-01                 	9.6467996310e-01                 
1.3480000000e-01	4.6611166967e+05	6.2842207799e+00                 	3.3860936436e+00                 	2.8981271364e+00                 	5.3882474250e-01                 	9.6478371061e-01                 
1.3620000000e-01	4.6132050714e+05	6.2842272098e+00                 	3.3942930713e+00                 	2.8899341385e+00                 	5.4012895428e-01                 	9.6334710422e-01                 
1.3700000000e-01	4.5862666476e+05	6.2842311541e+00                 	3.4074940605e+00                 	2.8767370937e+00                 	5.4222926829e-01                 	9.6058677350e-01                 
1.3780000000e-01	4.5596410067e+05	6.2842352346e+00                 	3.4168336426e+00                 	2.8674015920e+00                 	5.4371510853e-01                 	9.5857685850e-01                 
1.3870000000e-01	4.5300542950e+05	6.2842403412e+00                 	3.4438628119e+00                 	2.8403775293e+00                 	5.4801577039e-01                 	9.5240525234e-01                 
1.3930000000e-01	4.5105422162e+05	6.2842439344e+00                 	3.4533542832e+00                 	2.8308896512e+00                 	5.4952581714e-01                 	9.4991803744e-01                 
1.4090000000e-01	4.4593224323e+05	6.2842532834e+00                 	3.4831590068e+00                 	2.8010942766e+00                 	5.5426776256e-01                 	9.4228311014e-01                 
1.4250000000e-01	4.4092528471e+05	6.2842626143e+00                 	3.5060664149e+00                 	2.7781961994e+00                 	5.5791214182e-01                 	9.3589076591e-01                 
1.4350000000e-01	4.3785263465e+05	6.2842683912e+00                 	3.5188950625e+00                 	2.7653733287e+00                 	5.5995301973e-01                 	9.3214620502e-01                 
1.4420000000e-01	4.3572713642e+05	6.2842724243e+00                 	3.5269623016e+00                 	2.7573101227e+00                 	5.6123637924e-01                 	9.2967095055e-01                 
1.4500000000e-01	4.3332312463e+05	6.2842768248e+00                 	3.5291306517e+00                 	2.7551461731e+00                 	5.6158102994e-01                 	9.2863569659e-01                 
1.4590000000e-01	4.3065012386e+05	6.2842817337e+00                 	3.5344510554e+00                 	2.7498306783e+00                 	5.6242721207e-01                 	9.2683442837e-01                 
1.4680000000e-01	4.2800989831e+05	6.2842864206e+00                 	3.5306219338e+00                 	2.7536644868e+00                 	5.6181747577e-01                 	9.2738300422e-01                 
1.4760000000e-01	4.2569006146e+05	6.2842905977e+00                 	3.5326816342e+00                 	2.7516089635e+00                 	5.6214485618e-01                 	9.2660405816e-01                 
1.4800000000e-01	4.2453954778e+05	6.2842926595e+00                 	3.5308430672e+00                 	2.7534495923e+00                 	5.6185210628e-01                 	9.2689681740e-01                 
1.4850000000e-01	4.2311012170e+05	6.2842951679e+00                 	3.5275941850e+00                 	2.7567009829e+00                 	5.6133489767e-01                 	9.2760425178e-01                 
1.4940000000e-01	4.2056126554e+05	6.2842996819e+00                 	3.5236176748e+00                 	2.7606820072e+00                 	5.6070172543e-01                 	9.2845426883e-01                 
1.5120000000e-01	4.1555458381e+05	6.2843086352e+00                 	3.5144519922e+00                 	2.7698566430e+00                 	5.5924242367e-01                 	9.3057689992e-01                 
1.5310000000e-01	4.1039747271e+05	6.2843181068e+00                 	3.5116202332e+00                 	2.7726978736e+00                 	5.5879097359e-01                 	9.3113479436e-01                 
1.5400000000e-01	4.0799904592e+05	6.2843225866e+00                 	3.5079964788e+00                 	2.7763261079e+00                 	5.5821394119e-01                 	9.3196592039e-01                 
1.5500000000e-01	4.0536679401e+05	6.2843275356e+00                 	3.5059453495e+00                 	2.7783821861e+00                 	5.5788711356e-01                 	9.3244006129e-01                 
1.5690000000e-01	4.0045795457e+05	6.2843369419e+00                 	3.4992670848e+00                 	2.7850698571e+00                 	5.5682359447e-01                 	9.3405906662e-01                 
1.5800000000e-01	3.9766995615e+05	6.2843423775e+00                 	3.4944544983e+00                 	2.7898878791e+00                 	5.5605730694e-01                 	9.3527971951e-01                 
1.5890000000e-01	3.9541757754e+05	6.2843468272e+00                 	3.4881668668e+00                 	2.7961799604e+00                 	5.5505639054e-01                 	9.3692102645e-01                 
1.6100000000e-01	3.9025995697e+05	6.2843571489e+00                 	3.4689842194e+00                 	2.8153729295e+00                 	5.5200303503e-01                 	9.4201627746e-01                 
1.6250000000e-01	3.8665755736e+05	6.2843644810e+00                 	3.4568919577e+00                 	2.8274725233e+00                 	5.5007820888e-01                 	9.4521919141e-01                 
1.6480000000e-01	3.8126124437e+05	6.2843756349e+00                 	3.4423103411e+00                 	2.8420652938e+00                 	5.4775693579e-01                 	9.4904889708e-01                 
1.6690000000e-01	3.7646406873e+05	6.2843857459e+00                 	3.4325265333e+00                 	2.8518592126e+00                 	5.4619921057e-01                 	9.5159231988e-01                 
1.6920000000e-01	3.7134664936e+05	6.2843967577e+00                 	3.4241177538e+00                 	2.8602790038e+00                 	5.4486021266e-01                 	9.5375891172e-01                 
1.7130000000e-01	3.6679423860e+05	6.2844067632e+00                 	3.4182210921e+00                 	2.8661856711e+00                 	5.4392104473e-01                 	9.5526678527e-01                 
1.7370000000e-01	3.6172626984e+05	6.2844181463e+00                 	3.4124391198e+00                 	2.8719790266e+00                 	5.4300001055e-01                 	9.5673542014e-01                 
1.7570000000e-01	3.5760872551e+05	6.2844276188e+00                 	3.4083367152e+00                 	2.8760909036e+00                 	5.4234640320e-01                 	9.5777376112e-01                 
1.7790000000e-01	3.5318635791e+05	6.2844430091e+00                 	3.4730147116e+00                 	2.8114282975e+00                 	5.5263683776e-01                 	9.5489433753e-01                 
1.8020000000e-01	3.4867842992e+05	6.2846316654e+00                 	4.2150666973e+00                 	2.0695649681e+00                 	6.7069430982e-01                 	9.2348379017e-01                 
1.8090000000e-01	3.4732920438e+05	6.2850229507e+00                 	4.5867492167e+00                 	1.6982737340e+00                 	7.2979036873e-01                 	9.0959730672e-01                 
1.8210000000e-01	3.4504037931e+05	6.2840687046e+00                 	5.1326867825e+00                 	1.1513819221e+00                 	8.1677763624e-01                 	8.9053899271e-01                 
1.8330000000e-01	3.4278152249e+05	6.2839876487e+00                 	5.6344065076e+00                 	6.4958114112e-01                 	8.9662915056e-01                 	8.7417018930e-01                 
1.8430000000e-01	3.4092161189e+05	6.2849335744e+00                 	5.9396506061e+00                 	3.4528296828e-01                 	9.4506179513e-01                 	8.6495363325e-01                 
1.8500000000e-01	3.3963163823e+05	6.2846969038e+00                 	6.0598801435e+00                 	2.2481676038e-01                 	9.6422790728e-01                 	8.6159547167e-01                 
1.8600000000e-01	3.3780566168e+05	6.2836354427e+00                 	6.1497701520e+00                 	1.3386529070e-01                 	9.7869620351e-01                 	8.5940093597e-01                 
1.8700000000e-01	3.3599921429e+05	6.2845251571e+00                 	6.1845349708e+00                 	9.9990186251e-02                 	9.8408946042e-01                 	8.5907652576e-01                 
1.8800000000e-01	3.3421198442e+05	6.2837379327e+00                 	6.1983636804e+00                 	8.5374252283e-02                 	9.8641346071e-01                 	8.5942322484e-01                 
1.8900000000e-01	3.3244366705e+05	6.2845175555e+00                 	6.2067101046e+00                 	7.7807450911e-02                 	9.8761918473e-01                 	8.6015251566e-01                 
1.9000000000e-01	3.3069396354e+05	6.2845622012e+00                 	6.2175368946e+00                 	6.7025306567e-02                 	9.8933492829e-01                 	8.6044228651e-01                 
1.9100000000e-01	3.2896258153e+05	6.2843289493e+00                 	6.2226969166e+00                 	6.1632032729e-02                 	9.9019274242e-01                 	8.6022096807e-01                 
1.9300000000e-01	3.2555364286e+05	6.2847674045e+00                 	6.2277644302e+00                 	5.7002974331e-02                 	9.9092997868e-01                 	8.6203145210e-01                 
1.9500000000e-01	3.2221463114e+05	6.2844003370e+00                 	6.2296500634e+00                 	5.4750273641e-02                 	9.9128790804e-01                 	8.6268960667e-01                 
2.1000000000e-01	2.9919930034e+05	6.2848368039e+00                 	6.2426120870e+00                 	4.2224716802e-02                 	9.9328149352e-01                 	8.6925267974e-01                 
2.5000000000e-01	2.5132741229e+05	6.2846288462e+00                 	6.2616563790e+00                 	2.2972467187e-02                 	9.9634465809e-01                 	8.7867629780e-01                 
3.0000000000e-01	2.0943951024e+05	6.2848011528e+00                 	6.2726170087e+00                 	1.2184144142e-02                 	9.9806133180e-01                 	8.8420390184e-01                 
3.5000000000e-01	1.7951958021e+05	6.2854155237e+00                 	6.2782843995e+00                 	7.1311241781e-03                 	9.9886544905e-01                 	8.8730785259e-01                 
4.0000000000e-01	1.5707963268e+05	6.2854376658e+00                 	6.2809518485e+00                 	4.4858173081e-03                 	9.9928631584e-01                 	8.8920750071e-01                 
4.1000000000e-01	1.5324842213e+05	6.2853761627e+00                 	6.2813227285e+00                 	4.0534341811e-03                 	9.9935510078e-01                 	8.8950416892e-01                 
4.2000000000e-01	1.4959965017e+05	6.2855050119e+00                 	6.2819395607e+00                 	3.5654511684e-03                 	9.9943275025e-01                 	8.8978785337e-01                 
4.3000000000e-01	1.4612058854e+05	6.2851788818e+00                 	6.2819786838e+00                 	3.2001979507e-03                 	9.9949083423e-01                 	8.9003650189e-01                 
4.4000000000e-01	1.4279966607e+05	6.2854736439e+00                 	6.2826013219e+00                 	2.8723220311e-03                 	9.9954302218e-01                 	8.9028997231e-01                 
4.5000000000e-01	1.3962634016e+05	6.2855563248e+00                 	6.2832938097e+00                 	2.2625150886e-03                 	9.9964004537e-01                 	8.9052172050e-01                 
4.6000000000e-01	1.3659098494e+05	6.2856205283e+00                 	6.2834049126e+00                 	2.2156157232e-03                 	9.9964751042e-01                 	8.9068738087e-01                 
4.7000000000e-01	1.3368479377e+05	6.2854428083e+00                 	6.2832615972e+00                 	2.1812110852e-03                 	9.9965297416e-01                 	8.9087527180e-01                 
4.8000000000e-01	1.3089969390e+05	6.2853056679e+00                 	6.2830397511e+00                 	2.2659168517e-03                 	9.9963948979e-01                 	8.9104834577e-01                 
4.9000000000e-01	1.2822827158e+05	6.2859595956e+00                 	6.2835576198e+00                 	2.4019758177e-03                 	9.9961788240e-01                 	8.9125031669e-01                 
5.0000000000e-01	1.2566370614e+05	6.2855422933e+00                 	6.2830145388e+00                 	2.5277545638e-03                 	9.9959784622e-01                 	8.9146419930e-01                 
5.1000000000e-01	1.2319971191e+05	6.2860724063e+00                 	6.2833007647e+00                 	2.7716415799e-03                 	9.9955908214e-01                 	8.9161860213e-01                 
5.2000000000e-01	1.2083048668e+05	6.2857724674e+00                 	6.2829018450e+00                 	2.8706224478e-03                 	9.9954331429e-01                 	8.9175482439e-01                 
5.3000000000e-01	1.1855066617e+05	6.2856241533e+00                 	6.2824594739e+00                 	3.1646794532e-03                 	9.9949652105e-01                 	8.9188358810e-01                 
5.4000000000e-01	1.1635528347e+05	6.2867741366e+00                 	6.2831912394e+00                 	3.5828971889e-03                 	9.9943008972e-01                 	8.9207608680e-01                 
5.5000000000e-01	1.1423973286e+05	6.2889875774e+00                 	6.2852552681e+00                 	3.7323093175e-03                 	9.9940653257e-01                 	8.9228788835e-01                 
5.6000000000e-01	1.1219973763e+05	6.2850327292e+00                 	6.2811549719e+00                 	3.8777573617e-03                 	9.9938301716e-01                 	8.9232491053e-01                 
5.7000000000e-01	1.1023132118e+05	6.2840188443e+00                 	6.2799178274e+00                 	4.1010169545e-03                 	9.9934738946e-01                 	8.9240948058e-01                 
5.8000000000e-01	1.0833078116e+05	6.2854441137e+00                 	6.2808477437e+00                 	4.5963699610e-03                 	9.9926872789e-01                 	8.9260474745e-01                 
5.9000000000e-01	1.0649466622e+05	6.2871715633e+00                 	6.2817161296e+00                 	5.4554336597e-03                 	9.9913229127e-01                 	8.9273119325e-01                 
6.0000000000e-01	1.0471975512e+05	6.2868503536e+00                 	6.2805501443e+00                 	6.3002092824e-03                 	9.9899787510e-01                 	8.9284331981e-01                 
6.1000000000e-01	1.0300303782e+05	6.2852061462e+00                 	6.2777268034e+00                 	7.4793428738e-03                 	9.9881000834e-01                 	8.9296905283e-01                 
6.2000000000e-01	1.0134169850e+05	6.2849557185e+00                 	6.2758348844e+00                 	9.1208340467e-03                 	9.9854878309e-01                 	8.9312515354e-01                 
6.3000000000e-01	9.9733100114e+04	6.2868695789e+00                 	6.2759937872e+00                 	1.0875791692e-02                 	9.9827007837e-01                 	8.9332808860e-01                 
6.4000000000e-01	9.8174770425e+04	6.2872883469e+00                 	6.2747296083e+00                 	1.2558738570e-02                 	9.9800251907e-01                 	8.9338486759e-01                 
6.5000000000e-01	9.6664389341e+04	6.2861341778e+00                 	6.2716541602e+00                 	1.4480017556e-02                 	9.9769651472e-01                 	8.9350071742e-01                 
6.6000000000e-01	9.5199777382e+04	6.2859939204e+00                 	6.2694400323e+00                 	1.6553888069e-02                 	9.9736654405e-01                 	8.9361667830e-01                 
6.7000000000e-01	9.3778885182e+04	6.2856964797e+00                 	6.2671490655e+00                 	1.8547414164e-02                 	9.9704926666e-01                 	8.9379310595e-01                 
6.8000000000e-01	9.2399783929e+04	6.2845985532e+00                 	6.2644061192e+00                 	2.0192434001e-02                 	9.9678699700e-01                 	8.9392152836e-01                 
6.9000000000e-01	9.1060656626e+04	6.2865079691e+00                 	6.2636369598e+00                 	2.2871009316e-02                 	9.9636188971e-01                 	8.9411465170e-01                 
7.0000000000e-01	8.9759790103e+04	6.2871914537e+00                 	6.2599596347e+00                 	2.7231819005e-02                 	9.9566868304e-01                 	8.9423717407e-01                 
7.1000000000e-01	8.8495567707e+04	6.2864685807e+00                 	6.2546700021e+00                 	3.1798578646e-02                 	9.9494174221e-01                 	8.9439317973e-01                 
7.2000000000e-01	8.7266462600e+04	6.2868017911e+00                 	6.2501475308e+00                 	3.6654260373e-02                 	9.9416964912e-01                 	8.9465254620e-01                 
7.3000000000e-01	8.6071031605e+04	6.2860194059e+00                 	6.2474720411e+00                 	3.8547364757e-02                 	9.9386776237e-01                 	8.9473273555e-01                 
7.4000000000e-01	8.4907909556e+04	6.2863060061e+00                 	6.2428295305e+00                 	4.3476475576e-02                 	9.9308393904e-01                 	8.9493561076e-01                 
7.5000000000e-01	8.3775804096e+04	6.2871587303e+00                 	6.2360809159e+00                 	5.1077814384e-02                 	9.9187585099e-01                 	8.9528573347e-01                 
7.6000000000e-01	8.2673490884e+04	6.2870413573e+00                 	6.2263742391e+00                 	6.0667118209e-02                 	9.9035045027e-01                 	8.9555673200e-01                 
7.7000000000e-01	8.1599809184e+04	6.2858155904e+00                 	6.2133108029e+00                 	7.2504787471e-02                 	9.8846533335e-01                 	8.9568883324e-01                 
7.8000000000e-01	8.0553657784e+04	6.2863376856e+00                 	6.2015203771e+00                 	8.4817308510e-02                 	9.8650767541e-01                 	8.9619582953e-01                 
7.9000000000e-01	7.9533991230e+04	6.2864641455e+00                 	6.1893475391e+00                 	9.7116606451e-02                 	9.8455147374e-01                 	8.9623457991e-01                 
8.0000000000e-01	7.8539816340e+04	6.2866519651e+00                 	6.1784472321e+00                 	1.0820473306e-01                 	9.8278817824e-01                 	8.9676534834e-01                 
8.1000000000e-01	7.7570188978e+04	6.2866171870e+00                 	6.1751850780e+00                 	1.1143210901e-01                 	9.8227471060e-01                 	8.9710259481e-01                 
8.2000000000e-01	7.6624211063e+04	6.2867508856e+00                 	6.1743562827e+00                 	1.1239460287e-01                 	9.8212198878e-01                 	8.9724926199e-01                 
8.3000000000e-01	7.5701027797e+04	6.2863649830e+00                 	6.1736270168e+00                 	1.1273796621e-01                 	9.8206627097e-01                 	8.9711249382e-01                 
8.4000000000e-01	7.4799825085e+04	6.2869050070e+00                 	6.1711412707e+00                 	1.1576373624e-01                 	9.8158653008e-01                 	8.9741116428e-01                 
8.5000000000e-01	7.3919827143e+04	6.2872723848e+00                 	6.1486700679e+00                 	1.3860231690e-01                 	9.7795509588e-01                 	8.9761460669e-01                 
8.6000000000e-01	7.3060294270e+04	6.2863471499e+00                 	6.1262868316e+00                 	1.6006031830e-01                 	9.7453842200e-01                 	8.9820489562e-01                 
8.7000000000e-01	7.2220520772e+04	6.2870859550e+00                 	6.0937894921e+00                 	1.9329646287e-01                 	9.6925499917e-01                 	8.9937612205e-01                 
8.8000000000e-01	7.1399833036e+04	6.2873766548e+00                 	6.0475045592e+00                 	2.3987209562e-01                 	9.6184862005e-01                 	9.0020295249e-01                 
8.9000000000e-01	7.0597587721e+04	6.2871290788e+00                 	6.0121654716e+00                 	2.7496360717e-01                 	9.5626563353e-01                 	9.0143602495e-01                 
9.0000000000e-01	6.9813170080e+04	6.2875944734e+00                 	5.9964940290e+00                 	2.9110044449e-01                 	9.5370241422e-01                 	9.0147843666e-01                 
9.1000000000e-01	6.9045992387e+04	6.2866475441e+00                 	5.9835435598e+00                 	3.0310398433e-01                 	9.5178607005e-01                 	9.0218400727e-01                 
9.2000000000e-01	6.8295492469e+04	6.2873832231e+00                 	5.9682349510e+00                 	3.1914827207e-01                 	9.4923988872e-01                 	9.0256574307e-01                 
9.3000000000e-01	6.7561132335e+04	6.2869727889e+00                 	5.9480645088e+00                 	3.3890828017e-01                 	9.4609356656e-01                 	9.0309440423e-01                 
9.4000000000e-01	6.6842396885e+04	6.2869339816e+00                 	5.9255885084e+00                 	3.6134547322e-01                 	9.4252437289e-01                 	9.0357236088e-01                 
9.5000000000e-01	6.6138792707e+04	6.2865975777e+00                 	5.8994145456e+00                 	3.8718303203e-01                 	9.3841135412e-01                 	9.0421239918e-01                 
9.6000000000e-01	6.5449846950e+04	6.2873144763e+00                 	5.8153941061e+00                 	4.7192037020e-01                 	9.2494086752e-01                 	9.0629428074e-01                 
9.7000000000e-01	6.4775106260e+04	6.2875721849e+00                 	5.7254684078e+00                 	5.6210377713e-01                 	9.1060082324e-01                 	9.0843733973e-01                 
9.8000000000e-01	6.4114135788e+04	6.2867694927e+00                 	5.6279723282e+00                 	6.5879716451e-01                 	8.9520895187e-01                 	9.1076199558e-01                 
9.9000000000e-01	6.3466518254e+04	6.2873507291e+00                 	5.5298222094e+00                 	7.5752851971e-01                 	8.7951546647e-01                 	9.1305259755e-01                 
1.0000000000e+00	6.2831853072e+04	6.2872124521e+00                 	5.4012473408e+00                 	8.8596511138e-01                 	8.5908459144e-01                 	9.1623074282e-01                 
1.0100000000e+00	6.2209755517e+04	6.2869281159e+00                 	5.2450390512e+00                 	1.0418890647e+00                 	8.3427692420e-01                 	9.2002250531e-01                 
1.0200000000e+00	6.1599855953e+04	6.2873990068e+00                 	5.1541881366e+00                 	1.1332108702e+00                 	8.1976475980e-01                 	9.2225289141e-01                 
1.0300000000e+00	6.1001799099e+04	6.2874524931e+00                 	5.1324166557e+00                 	1.1550358374e+00                 	8.1629509907e-01                 	9.2290556587e-01                 
1.0400000000e+00	6.0415243338e+04	6.2875127488e+00                 	5.1407832368e+00                 	1.1467295120e+00                 	8.1761794245e-01                 	9.2270692804e-01                 
1.0500000000e+00	5.9839860068e+04	6.2874874455e+00                 	5.2101701896e+00                 	1.0773172559e+00                 	8.2865695315e-01                 	9.2108776266e-01                 
1.0600000000e+00	5.9275333087e+04	6.2876966771e+00                 	5.3011663454e+00                 	9.8653033174e-01                 	8.4310147541e-01                 	9.1890361779e-01                 
1.0700000000e+00	5.8721358011e+04	6.2871571992e+00                 	5.3694953705e+00                 	9.1766182862e-01                 	8.5404185078e-01                 	9.1734587539e-01                 
1.0800000000e+00	5.8177641733e+04	6.2870712254e+00                 	5.4052967028e+00                 	8.8177452259e-01                 	8.5974796674e-01                 	9.1652530536e-01                 
1.0900000000e+00	5.7643901901e+04	6.2876468431e+00                 	5.4167244115e+00                 	8.7092243164e-01                 	8.6148674482e-01                 	9.1627201555e-01                 
1.1000000000e+00	5.7119866429e+04	6.2875689428e+00                 	5.4356920820e+00                 	8.5187686079e-01                 	8.6451411212e-01                 	9.1588717441e-01                 
1.1100000000e+00	5.6605273038e+04	6.2869656333e+00                 	5.4168353230e+00                 	8.7013031036e-01                 	8.6159773075e-01                 	9.1639124890e-01                 
1.1200000000e+00	5.6099868814e+04	6.2872374639e+00                 	5.3992022341e+00                 	8.8803522980e-01                 	8.5875589480e-01                 	9.1681406203e-01                 
1.1300000000e+00	5.5603409798e+04	6.2872606596e+00                 	5.3200759475e+00                 	9.6718471214e-01                 	8.4616754983e-01                 	9.1879931433e-01                 
1.1400000000e+00	5.5115660589e+04	6.2870892502e+00                 	5.2482852895e+00                 	1.0388039607e+00                 	8.3477187625e-01                 	9.2054146865e-01                 
1.1500000000e+00	5.4636393975e+04	6.2871229149e+00                 	5.2413460442e+00                 	1.0457768707e+00                 	8.3366368292e-01                 	9.2080013279e-01                 
